feature,importance_rf,importance_gb
player_name_Pokpo,0.0004036662170163211,0.0
player_name_Profit,0.0008113566403290981,0.0
player_name_QoQ,0.0008377883219789952,0.000754214195449669
player_name_RaiN,0.00038901443240948997,0.0
player_name_Rapel,0.0007514845650348273,0.0
player_name_Rascal,0.0008027435099872357,0.0
player_name_Rawkus,0.0008474990570692409,0.0
player_name_Ria,0.0003453149161519995,0.0
player_name_Rio,0.0009228517401163805,0.0
player_name_RoKy,0.00020462002499552608,0.0
player_name_Roolf,0.00044374419671713394,0.0
player_name_SADO,0.004015148375543278,0.0
player_name_SAEBYEOLBE,0.0011316447426991038,0.0004021076004558517
player_name_SASIN,0.0002933783557399736,0.0
player_name_SLIME,0.0002766823516066056,0.0
player_name_SP9RK1E,0.0012204521488196692,0.0
player_name_SPACE,0.0006387028550494706,0.0
player_name_STRIKER,0.0006753978482955926,0.0
player_name_SanGuiNar,0.0004838379584534641,0.0
player_name_Schwi,0.0012417144161014466,0.003506878238615535
player_name_SeoMinSoo,0.00033972883295825464,0.0
player_name_ShRedLock,0.0005923468276358752,0.0
player_name_SharP,0.00035243680797952364,0.0
player_name_Shax,0.0004995916618708933,0.0
player_name_Shaz,0.0004824257966149451,0.0
player_name_SoOn,0.002015678298113549,0.0
player_name_Stand1,0.000741354114226583,0.0
player_name_Stitch,0.001423095690223049,0.0013272340939566411
player_name_Stratus,0.0006780429055236698,0.0
player_name_Surefour,0.0008704799481604901,0.000408566662460025
player_name_Swimmer,0.00012109667037855491,0.0
player_name_Trill,5.579329771514348e-05,0.0
player_name_Tsuna,0.00016177858802267857,0.0
player_name_Ttuba,0.0006075912978572772,0.0
player_name_Twilight,0.0004734050009973386,0.0
player_name_Viol2t,0.00046682351344551695,0.0
player_name_Void,0.0011425207983050945,0.0
player_name_WhoRu,0.0007145310757275864,0.0012883020095763671
player_name_Xzi,0.0032621990788958975,0.0
player_name_Yaki,0.0006652583921901039,0.0
player_name_Yveltal,0.0003727452392866917,0.0
player_name_ameng,0.0005687158852195746,0.0
player_name_axxiom,0.0003182111344524328,0.0
player_name_babybay,0.0013476608426784334,0.0012226969238237901
player_name_blase,0.0006130334419596824,0.0
player_name_bqb,0.0007628496256663184,0.0
player_name_brussen,0.0015677840394146218,0.005708966232114124
player_name_byrem,7.672569772636763e-05,0.0
player_name_carpe,0.0055566437569160455,0.0
player_name_diem,0.0015946389716383746,0.0025881238098797374
player_name_eqo,0.0009963027216061849,0.0
player_name_frd,0.0003263374825961623,0.0
player_name_iDK,0.0005667293153915028,0.0
player_name_ivy,0.001334570387733331,0.0
player_name_kevster,0.0005328040138979734,0.0
player_name_mikeyy,0.00028142493963507787,0.00037384141317560736
player_name_moth,0.0005293547015927081,0.0
player_name_neptuNo,0.00042017002438020536,0.0
player_name_nero,0.0007764345400896353,0.0
player_name_numlocked,0.0008259609127857381,0.0
player_name_punk,0.0011827973303876207,0.0008074562310299148
player_name_rOar,0.0007556247215167544,0.0
player_name_ryujehong,5.141797291173809e-05,0.0
player_name_sHockWave,0.000851931339483732,0.0
player_name_sayaplayer,0.00016434623601936215,0.0
player_name_shu,0.0009071527564579393,0.0
player_name_sinatraa,0.0006183842638879216,0.0008954241181978854
player_name_smurf,0.0005924316005097183,0.0
player_name_super,0.0003605005414690702,0.0
player_name_tobi,0.0005194573552004061,0.0
player_name_zYKK,0.000343126515390399,0.0
team_name_Atlanta Reign,0.0038930825637328993,0.004018606759863045
team_name_Boston Uprising,0.006150115251706782,0.014882343635973813
team_name_Chengdu Hunters,0.005294956015658869,0.033970718587580176
team_name_Dallas Fuel,0.0037929794957821724,0.012169749766999237
team_name_Florida Mayhem,0.003913576470238301,0.0058344091763789345
team_name_Guangzhou Charge,0.014537604746668884,0.0543454657135307
team_name_Hangzhou Spark,0.008115561752936918,0.028947495711096
team_name_Houston Outlaws,0.003667777685299687,0.0017841147001074519
team_name_London Spitfire,0.003443944769536482,0.001510801276829626
team_name_Los Angeles Gladiators,0.004938783321558165,0.019038398021171157
team_name_Los Angeles Valiant,0.005073497506093573,0.01636241504485735
team_name_New York Excelsior,0.0038878652889727944,0.002334720493963425
team_name_Paris Eternal,0.031876611141399266,0.2515141136402936
team_name_Philadelphia Fusion,0.03340913803247337,0.23901970022311955
team_name_San Francisco Shock,0.0030982741771098583,0.00772487665918878
team_name_Seoul Dynasty,0.0073919443239618444,0.026950028037331743
team_name_Shanghai Dragons,0.0037450089197287838,0.0019538618867699477
team_name_Toronto Defiant,0.004706544622714721,0.012128892777572816
team_name_Vancouver Titans,0.004514037154182375,0.015162646136613186
team_name_Washington Justice,0.0031097491884052916,0.0
hero_name_Ana,0.004193839618639088,0.0
hero_name_Ashe,0.004306891886250305,0.004014327959048406
hero_name_Baptiste,0.005017950847006986,0.0
hero_name_Bastion,0.00018455399808192424,0.0
hero_name_Brigitte,0.004146769239022711,0.00044169443763302467
hero_name_D.Va,0.0043676628753955464,0.0
hero_name_Doomfist,0.003771318048630948,0.0
hero_name_Echo,0.002968990709859325,0.0017543731102437005
hero_name_Genji,0.002939276272120867,0.003574106640351165
hero_name_Hanzo,0.0031970587534520005,0.0005031723072928124
hero_name_Junkrat,0.00035694423630575783,0.0
hero_name_Lúcio,0.004893915715204255,0.0
hero_name_McCree,0.003980158392243517,0.0
hero_name_Mei,0.004024066418155837,0.0
hero_name_Mercy,0.001734071246390482,0.0
hero_name_Moira,0.003128532731847485,0.0
hero_name_Orisa,0.004512686088163811,0.00032297365758300286
hero_name_Pharah,0.001595832993324478,0.0
hero_name_Reaper,0.0033014012314332634,7.123196304779363e-05
hero_name_Reinhardt,0.004183442149363789,0.0
hero_name_Roadhog,0.001204799897739945,0.0
hero_name_Sigma,0.004322206865793093,0.0
hero_name_Soldier: 76,0.0018543192602541853,0.0
hero_name_Sombra,0.0035004584881937473,0.0
hero_name_Symmetra,0.0037409071989964442,0.0
hero_name_Torbjörn,0.002061579908240066,0.0006858021869287773
hero_name_Tracer,0.006684982669531213,0.0
hero_name_Widowmaker,0.004008291369320558,0.0
hero_name_Winston,0.003966707998824788,0.0
hero_name_Wrecking Ball,0.00526355427441451,1.0687637082344667e-07
hero_name_Zarya,0.001757566482384921,0.0
hero_name_Zenyatta,0.0032379021660737623,0.0
